SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Assédio,"O que eu vou fazer com o meu coração insano?. Humano também pode ser tirano. Eu já lhe cortejei demais e sem lhe possuir, amei. O assédio que você faz. Tá me deixando tão perdido. O que posso fazer na vida. Pra ficar enlouquecido?. Eu não sou Paiacam nem Clinton. E nem sei do que sou capaz. Com prazer me provoca. Põe água na boca, me dá esperança. Na sequência me esnoba e volta ao assédio. Parece criança. qualquer dia me envoco. lhe pego na raça. Tal qual Mike Tyson. Vai gritar, vai germer. vai chorar de prazer. e depois me acusar. O que eu vou fazer? (o que posso fazer?). O que eu vou fazer com o meu coração insano?. Humano também pode ser tirano",Martinho da Vila,217,5.6,Samba,Samba; Samba Enredo; Axé; Forró; Bossa Nova; Instrumental; Jovem Guarda; Pagode; Jazz; Classic Rock; Tropical House; World Music; Reggae; Hip Hop; Funk; Black Music; Funk Carioca; Gospel/Religioso; Infantil; Dance; MPB
Coco de Itambé,"É que essa pisada é de amargar. Esse repente tu não tem. Cuidado meu camarada. Que esse coco de itambé é do vai-e-vem. O pé de Pedro é preto. (Tá escutando, sujeito? - Tô sim senhor!). O peito do pé de Pedro não tem mais jeito. E se você tentar dizer sua língua embaraça. Cuidado meu camarada. Não tente dizer meu coco. Que você fracassa!. Essa pisada é de amargar. Esse repente tu não tem. Cuidado meu camarada. Esse coco de itambé é do vai-e-vem. Manganga mangou de você. (Vê se tu sabe dizer? - Não sei não senhor!). É que mangou Mangangá só de você, porque. Tá vendo!. E se você tentar dizer sua língua embaraça. Outra vez eu lhe aviso. Não tente dizer meu coco. Que você fracassa!",Bezerra da Silva,292,2.9,Samba,Pagode; Samba; MPB; Instrumental; Axé; Heavy Metal; Blues; Black Music; Electro Swing; Bossa Nova; Soft Rock; Funk Carioca; Country
Sob O Nosso Céu,"Uma estrela sob o nosso céu. Nos avisa que esse amor vai bem. Nosso amor nunca feriu ninguém. E jamais perdeu o sabor que tem. Nosso amor faz a quantia certa. Na medida em que o desejo vem. Esse amor tem um fogo sem fim. Que esquenta o nosso prazer. Basta olhar, dá pra ver. O seu corpo se dando pra mim. E o meu procurando você. Que paixão, que prazer. Sempre vou te amar, te querer. Te mostrar o que é emoção. Você é meu viver. A certeza da minha razão é você",Grupo Revelação,188,13,Samba,Pagode; Samba; Romântico; Sertanejo; Samba Enredo; Axé; Forró; Soul Music; Folk; Surf Music; Disco; Funk; MPB; Funk Carioca; Black Music
Rubato,"Aurora, eu fiz agora. Vem aurora, ouvir agora. A nossa música. Depressa!. Antes que um outro compositor. Me roube, toque, troque as notas. Do songbook. Estrague tudo, exponha na televisão. O nosso amor. A nossa intima canção. Os nossos segredos escancarados. Nos trinados de um ladrão. Que vai cantando sem pudor. A minha ultima cancão. Venha meu amor, venha ouvir aurora. Nossa música. Mas só se for agora. Venha ouvir sem mais demora. Nossa música. Que estou roubando de outro compositor. Já retoco os versos com o maior talento. Dou polimento, exponho na televisão. O nosso amor. A nossa intima canção. As nossas mais tórridas confidencias. Pra audiências mundo afora. E vai lançar seu nome, amora. A minha ultima canção. Venha meu amor. Venha ouvir amora a nossa musica. O nosso amor. A nossa intima canção. Com nossos segredos, os mais picantes. Nos rompantes de um tenor. Que vai cantando com tremor. A minha ultima canção. Venha meu amor. Venha ouvir Teodora. A nossa música",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Dora,"Vou chorar, meu bem (não chora). Vou chorar, meu bem (não chora). Eu já vou embora. Com Deus e Nossa Senhora. Vou aqui. agora. E depois a Juiz de Fora. Porque chegou a hora. Vou por aí a fora. Vou chorar, meu bem (não chora). Vou chorar, meu bem (não chora). Vou procurar Aurora. Que morou na Glória. Uma nega de Angola. E que tem no nariz uma argola. A mulher do seu filho, sua nora. O nome dela. O nome dela é Dora. A Dora é minha senhora. Não toca a bola. Não bagunça o samba senão eu vou me embora. Até a viola, olha só como ela chora.",Grupo Revelação,188,13,Samba,Pagode; Samba; Romântico; Sertanejo; Samba Enredo; Axé; Forró; Soul Music; Folk; Surf Music; Disco; Funk; MPB; Funk Carioca; Black Music
Coisa Feita,"Sou bem mulher de pegar macho pelo pé. Reencarnação da Princesa do Dao.....mé. Eu sou marfim, lá das Minas do Salomão. Me esparramo em mim, lua cheia sobre o carvão. Um mulherão, balangadãs, cerâmica e sisal. Língua assim, a conta certa entre a baunilha e o sal. Fogão de lenha, garrafa de areia colorida. Pedra-sabão, peneira e água boa de moringa. Sou de arrancar couro. De farejar ouro. Princesa do Da.....o.....mé. Sou coisa feita, se o malandro se aconchegar. Vai morrer na esteira, maré sonsa de Paque...tá. Sou coisa benta, se provar do meu aluá. Bebe o pólo norte, bem tirado do samo....var. Neguinho assim, ó, já escreveu atrás do caminhão. ""A mulher que não se esquece é lá do Daomé"". Faço mandinga, fecho os caminhos com as cinzas. Deixo biruta, lelé da cuca, zuretão ranzinza. Pra não ficar bobo,. Melhor fugir logo. Sou de pegar pe.....lo pé. Sou avatar vodu,. Sou de botar fogo. Princesa do Da...o...mé",Alcione,374,5.1,Samba,Samba; Romântico; MPB; Pagode; Axé; Bossa Nova; Forró; Velha Guarda; Samba Enredo; Disco; Pop; Piano Rock; Trilha Sonora; Heavy Metal; Electronica; Black Music; Sertanejo; Jovem Guarda; Gospel/Religioso; Blues; Infantil; Hip Hop
Paradoxal,"Alguma coisa em você. Ainda não sei bem o quê. Chamou minha atenção. Tocou no coração. De um jeito mega especial. Totalmente fora do normal. Tão paradoxal. Tão paradoxal. É impossível não pensar. Me lembro aquele seu olhar. Quando saímos pra jantar. Não conseguimos disfarçar. Quem foi comigo percebeu. que inevitavelmente Eu não consegui me controlar. Não consegui parar de olhar. Tome coragem e vem se arriscar. Preste atenção no que eu vou te falar. Faz como eu, deixa a emoção guiar você. Pede pra razão nos esquecer. Faz como eu, enche o peito e grita para o mundo. De cabeça vem, mergulha fundo. Faz como eu, vem sem medo de se entregar. Temos muita lenha pra queimar. Eu quero te provar. Que pode ser real",Belo,236,14.7,Samba,Romântico; Pagode; Samba; Trilha Sonora; Axé; Funk Carioca; Black Music; Funk; Gospel/Religioso; Sertanejo; Psicodelia; Piano Rock; Soul Music; World Music; Disco; Country; Blues; Pop; Bossa Nova; Hip Hop
Pagode Na Disney,"Rolou um pagode na Disney. Foi supermaneiro o que houve por lá. O Zé Carioca tocava pandeiro. Era o partideiro, queria versar. O Mickey tocava guitarra. E o Pato Donald o seu cavaquinho. A galera chegando, o batuque rolando. Geral sacudindo, miudinho. Era um tal de ""Oh, Yes!"" pra cá. E um tal de ""Oh, My God!"" pra lá. Todo mundo que foi ao Pagode na Disney. Cantou e sambou sem parar. Chegou o Pateta todo estabanado. E o tio Patinhas com sua cartola. Huguinho, Zezinho e Luizinho. Tocavam cuíca, tantan e viola. O João Bafo-de-Onça. Tocando seu banjo não foi brincadeira. O primo Gastão veio de mestre-sala. E a Margarida de porta-bandeira. Era um tal de ""Oh, Yes!"" pra cá. E um tal de ""Oh, My God!"" pra lá. Todo mundo que foi ao Pagode na Disney. Cantou e sambou sem parar",Arlindo Cruz,201,5.2,Samba,Samba; Pagode; Samba Enredo; Romântico; Axé; Reggae; Velha Guarda; Black Music; Forró; Funk
O Amor,"Agora vou seguir o meu caminho. Como Deus quiser, como a vida quer,. Por mais que eu te ame eu não volto atrás. Vou sofrer muito mais, se ficar por aqui,. Eu sei que o amor é bom, mas tem espinho,. Quem não sabe amar, é melhor nem tentar. Destino diz pra mim, guarde o carinho,. Deixa o tempo correr, que eu mando pra você. O amor entenda o meu jeito. O amor que tenha meus defeitos. O amor de todos o perfeito. O amor que dure no meu peito. O amor tenha o meu jeito. O amor que entenda meus defeitos. O amor mas tem que ser direito. O amor se não eu não aceito",Arlindo Cruz,201,5.2,Samba,Samba; Pagode; Samba Enredo; Romântico; Axé; Reggae; Velha Guarda; Black Music; Forró; Funk
Bem No Íntimo,"Só pra te conhecer. Eu pude acreditar. E até me acustumei. Com o amor, com a dor. Que eu tinha pra dar. Mas você foi tão cruel (cruel). Não me deixou falar (falar). Nem revelar de vez o amor (amor). Que eu tinha pra dar. (Você não soube me entender). Eu juro não vou deixar mais você usar. Meus sentimentos pra lhe agradar. Quem sabe assim você possa até mudar. . Eu sei. Tivemos tudo pra ser feliz. Eu te propus mas você não quis. Não adianta me procurar",Katinguelê,137,1.7,Samba,Samba; Pagode; Romântico; Instrumental; Chillout; MPB; Black Music
Pra Que Brigar,"Pra que brigar, Lara, deu no que deu. A distância até pode destruir. Um grande amor tende a findar. Se faltar compreensão. Ambas as partes vão chorar. Valorizar, Lara, depois se perder. É comum em todo ser. Recomeçar é reconhecer. Que a chama não se desfez. Então o que estamos esperando. O tempo vai passando é sublime o somar. Vamos nos definir para multiplicar. Nas águas do seu rio no meu mar tem que desaguar. Vamos nos definar para multiplicar. Nas águas do seu rio vão me encontrar. Nossa paz retornará. Pra que brigar Lara, deu no que deu. A distância até pode destruir. Um grande amor tende a findar. Se faltar compreensão. Ambas as partes vão chorar. Valorizar, Lara, depois te perder. É comum em todo ser. Recomeçar é reconhecer. Que a chama não se desfez. Então o que estamos esperando. O tempo vai passando é sublime o somar. Vamos nos definir para multiplicar. As águas do seu rio. No meu mar tem que desaguar. Vamos nos definir para multiplicar. No meu mar tem que desaguar",Diogo Nogueira,120,4.1,Samba,Samba; MPB; Romântico; Samba Enredo; Pagode; Velha Guarda; Funk; Grunge; Sertanejo; Industrial; Hard Rock; Electronica; Bossa Nova; Gospel/Religioso
Estrela de Madureira,"Brilhando. Num imenso cenário. Num turbilhão de luz, de luz. Surge a imagem daquela. Que o meu samba traduz. Ah.... Estrela vai brilhando. Mil paetês salpicando. O chão de poesia. A vedete principal. Do subúrbio da central foi a pioneira. E.... Um trem de luxo parte. Para exaltar a sua arte. Que encantou Madureira. Mesmo com o palco apagado. Apoteóse é o infinito. Continua estrela. Brilhando no céu. ACSt",Jorge Aragão,168,4.5,Samba,Samba; Pagode; Romântico; MPB; Axé; Velha Guarda; Trilha Sonora; Rap; Dance; R&B; Black Music; Funk; Hard Rock; Instrumental
Mini Saia,"Eu fico na janela. Esperando ela passar de mini-saia. É perna pra dedéu. Do chão ao céu que fica sob a mini-saia. Ela usa pra provocar. Rebolando ela faz dançar. A saia roda, gira. Todos viram que ela vinha. Que alegria. Isso é que é ter bumbum. A mulecada para até o futebol. O vento bate o sol derrama o seu amor. A cor do céu não é azul, é rosa. E a rua inteira reparou. Na mini-saia. Isso é que é ter bumbum. Ela sai assim de manhã. Começa o dia já botando pra quebrar. Sabe que é gostosa, fica toda prosa. Quando sacode o seu balangandã",Bom Gosto,88,3,Samba,Samba
Trilha Sem Fim,Se o assunto é amor. Vale a pena tentar. Tudo pra viver feliz. Quem pensou que encontrou. Se entregou sem pensar. Foi só mais um aprendiz. Todo mundo sonhando. A procura do seu bem querer. Tem anúncio nos classificados. E até na tv. E quem disse que o encontro do amor é assim. O amor é destino é uma trilha sem fim. Quer saber. Pede a deus que ele explica tim tim por tim tim. Quem já tem um amor. Levanta as mãos e mostra que é feliz. Quem não tem um amor. Pra que negar no fundo sempre quis. Quem perdeu um amor. É há razão pra voltar e do amor não esquece. O verdadeiro amor é um presente. Só ganha quem merece,Grupo Revelação,188,13,Samba,Pagode; Samba; Romântico; Sertanejo; Samba Enredo; Axé; Forró; Soul Music; Folk; Surf Music; Disco; Funk; MPB; Funk Carioca; Black Music
Quem Bate Sou Eu,"Ô de casa, quem bate? Quem bate sou eu. Sou eu amigo que venho pedir-lhe abrigo. Ô de casa, quem bate? Quem bate sou eu. Sou eu amigo que venho pedir-lhe abrigo. Cheguei tarde no barraco, o incidente aconteceu. Fui acendê o fugão de querosene, exprudiu. Incendiou, queimou tudo que era meu. Falado:Êta negão o que houve?. Negão vou te contá:. Cheguei de fogo no barraco e fui acendê o fogão de. Querosene. E catabum, exprudiu. Tá vendo negão, tá sempre de fogo. E cada vez mais acontece isso",Adoniran Barbosa,104,1.7,Samba,Samba; MPB; Bossa Nova; Hip Hop; Trip-Hop; Funk Carioca; Instrumental; Gospel/Religioso; Funk; Pop; Axé; Pop/Rock
Sinistro,"Sabe o que acontece?. Satisfação pra rimar. O tal do rap com samba que tocou em todo lugar. Rio de Janeiro, belo lugar!. Cenário imperfeito, perfeito pra se inspirar. Quatro da manhã largado no sofá. Jogando um play, a idéia vai chegar. É um atrás do outro não, não vai parar. Malandro de carteira agora tem que trabalhar. Eu vou atrás, à procura da batida perfeita. Meu samba é assim, aliado de uma rima bem feita. Ritmo, coragem, respeito, perseverança. O que eu tenho são meus discos pra deixar de herança. Hip hop Rio, é uma escola e tanta. Zoeira da lata isso eu já dei a planta. Eu e meus parceiros levando um som. Soltando verbo e só queimando um do bom. É sinistro! A mistura do rap com samba. É sinistro! O memo papo aí é que você se engana.. É sinistro! Enquanto não me entenderem eu insisto. É sinistro cumpade! É sinistro! (2x). . Eu vivo por isso e alguns morrem por isso. E se alguns morrem por isso eu rimo por isso. E é por isso que meu samba é assim. Tem nego que não gosta mas meu samba é assim. Um pouco de percussão junto com batidão. E o Mc tá a postos, microfone na mão. M, A, R só pra mudar um pouco. C, E, L, O e volta tudo de novo. Estilo parceiro, cada um tem o seu. Se o meu é original, não sei, mas é meu. E o João! Deixou esse presentão. No meu terreiro, que ouviu o meu samba primeiro. E DJ Primo! Me dá uns beats que eu rimo. Acende um fino que é pra vê se essa vira hino. É sinistro! A mistura do rap com samba. É sinistro! O memo papo aí é que você se engana.. É sinistro! Enquanto não me entenderem eu insisto. É sinistro cumpade! É sinistro! (2x)",Marcelo D2,115,4.6,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
Lata D'água,O samba me mandou dizer. Que precisa de tempo pra pensar. Ou mudar a cadência do samba do morro. Ou resolverá mudar o morro de lugar. Lata d'água na cabeça. É o estandarte que representa minha arte. Jogo de cena é a fome. Negra sempre foi o meu nome. Mas digo isso porque. Tenho o samba pra me defender. E o carnaval. Ciência e filosofia. Que domina o mundo inteiro. Simplesmente em três dias.,Elza Soares,148,1.5,Samba,Samba; MPB; Jazz; Bossa Nova; Soul Music; Black Music; Pop; Blues; Samba Enredo
Distância,Eu nunca imaginei que a solidão. Fosse doer assim. Fico contando os minutos pra você voltar. É como um dia escuro é tempestade. Que não chega ao fim. De repente chega o sol e brilha com o seu olhar. É a distância que me faz sofrer. É a distância que me faz chorar. Essa distância que me faz crescer. É a distância que me faz sonhar. Que me faz te amar. Você menina é o céu é tudo. O que sonhei pra mim. Apenas seu retrato me faz delirar. É um sentimento novo é tão profundo. Parece não ter fim. Você é o mais perto do céu que eu posso chegar,João Bosco,146,1.4,Samba,MPB; Samba; Romântico; Bossa Nova; Clássico; Sertanejo
Deixa Eu Te Amar,"Quero ir na fonte do teu ser. E banhar-me na tua pureza. Guardar em pote gotas de felicidade. Matar saudade que ainda existe em mim. Afagar teus cabelos molhados. Pelo orvalho que a natureza rega. Com a sutileza que lhe fez a perfeição. Deixando a certeza de amor no coração. Deixa eu te amar. Faz de conta que sou o primeiro. Na beleza desse teu olhar. Eu quero estar o tempo inteiro (2x). Quero saciar a minha sede. No desejo da paixão que me alucina. Vou me embrenhar em densa mata só porque. Existe uma cascata que tem água cristalina. Aí então vou te amar com sede. Na relva, na rede, onde você quiser. Quero te pegar no colo. Te deitar no solo e te fazer mulher. Quero te pegar no colo. Te deitar no solo e te fazer mulher. Deixa eu te amar. Faz de conta que sou o primeiro. Na beleza desse teu olhar. Eu quero estar o tempo inteiro (2x). Quero saciar a minha sede. No desejo da paixão que me alucina. Vou me embrenhar nessa mata só porque. Existe uma cascata que tem aguá cristalina. Ai então vou te amar com sede. Na relva, na rede, onde você quiser. Quero te pegar no colo. Te deitar no solo e te fazer mulher. Quero te pegar no colo. Te deitar no solo e te fazer mulher. Deixa eu te amar. Faz de conta que sou o primeiro. Na beleza desse teu olhar. Eu quero estar o tempo inteiro (2x)",Diogo Nogueira,120,4.1,Samba,Samba; MPB; Romântico; Samba Enredo; Pagode; Velha Guarda; Funk; Grunge; Sertanejo; Industrial; Hard Rock; Electronica; Bossa Nova; Gospel/Religioso
Medida Exata,"Se outra vez me tocar. Sei que vou me entregar a você. Por mim você pode voltar. Mas vai ter que ser por amor Porque veio me procurar. Eu ""tava"" muito bem sem te ver. Meu coração não vai aguentar. Porque eu não quero mais me enganar. Nem sofrer ou chorar por você a mesma dor. Você não cuidou bem de nós. O tempo calou nossa voz. E agora percebeu seu engano. Eu me aventurei por aí. Quis me encontrar, mas eu me perdi. Tudo porque ainda te amo. É o amor quando acerta bem no coração. Deixa de ser saudade vira obsessão. Acaba machucando quem a gente ama. É, nós temos um do outro a medida exata. O nosso amor eu sei é nó que não desata. Nós somos muito mais que o prazer na cama",Raça Negra,280,14.3,Samba,Romântico; Samba; Pagode; Axé; MPB; Regional; House; Hardcore; Sertanejo; Indie; Electronica; Bossa Nova; Pop; K-Pop/K-Rock; Infantil; Trilha Sonora; Black Music; Jovem Guarda; Clássico; Samba Enredo; Dance; Forró
Vacilão,"Aquilo que era mulher. Pra não te acordar cedo. Saía da cama na ponta do pé. Só te chamava tarde, sabia teu gosto. Na bandeja, café. Chocolate, biscoito, salada de frutas. Suco de mamão. No almoço era filé mignon. Com arroz à la grega, batata corada. Um vinho do bom. E no jantar era a mesma fartura do almoço. E ainda tinha opção. É, mas deu mole, ela dispensou você. Chegou em casa outra vez doidão. Brigou com a preta sem razão. Quis comer arroz-doce com quiabo. Botou sal na batida de limão. Deu lavagem ao macaco. Banana pro porco, osso pro gato. Sardinha ao cachorro, cachaça pro pato. Entrou no chuveiro de terno e sapato. Não queria papo. Foi lá no porão, pegou ""tresoitão"". Deu tiro na mão do próprio irmão. Que quis te segurar. Eu consegui te desarmar. Foi pra rua de novo. Entrou no velório pulando a janela. Xingou o defunto apagou a vela. Cantou a Viúva, mulher de favela,. Deu um beijo nela. O bicho pegou, a polícia chegou,. Um couro levou e em cana entrou.... E ela não te quer mais... Bem feito!. . (Zé Roberto - Universal Publishing)",Zeca Pagodinho,309,13.2,Samba,Samba; Pagode; Bossa Nova; MPB; Jovem Guarda; Black Music; Chillout; Electronica; Axé; Funk; Trilha Sonora; Emocore; Country; Trance; Kizomba; Pop/Rock; Pop; Velha Guarda; Samba Enredo; Reggae; Sertanejo; Gospel/Religioso; Funk Carioca; Dance
Tá Frio Lá Fora,"Fica mais um pouco amor, ta frio lá fora. Teu corpo é meu cobertor. Pra que ir embora?. Me da teu olhar de mel. Eu quero viver assim. Morrendo de amor. Pro céu nos braços de um querubim. Teu nome eternizar. Nos versos de uma canção. E ainda te entregar meu coração. Me aquece com teu calor. Ta frio lá fora. Eu gosto do teu sabor. Você me devora. Me diz pra que acordar. De um sonho real demais. Gostoso é sentir prazer. Do jeito que a gente faz. [x2]. Deita aqui é tempo de amar. Deita aqui não deixa esfriar nosso amor. E se entrega de vez pra mim. Que a noite não vai ter fim. Me aquece com teu calor. Ta frio lá fora. Eu gosto do teu sabor. Você me devora. Me diz pra que acordar. De um sonho real demais. Gostoso é sentir prazer. Do jeito que a gente faz. [x2]. Deita aqui é tempo de amar. Deita aqui não deixa esfriar nosso amor. E se entrega de vez pra mim. Que a noite não vai ter fim. . Instagram: @luizhenriqe77",Mumuzinho,71,4.3,Samba,Pagode; Romântico; Samba; MPB; Sertanejo; Gospel/Religioso; Black Music; Grunge; Piano Rock; Reggae; Country; Bossa Nova; Axé
Dor de Alma,"Eu fiquei desesperado depois de um adeus. Ainda ecoa na mente tudo que falou. A dor de alma existe eu posso afirmar. Não tem remédio que faça cessar. Se arrependimento matasse eu era poeira. Eu perdi tudo por causa de uma sexta-feira. Barzinhos, baladas, bebidas não valem de nada. Se eu não tenho ao meu lado, a minha amada. Ai, Ai, Ai, que dor. Não apanhei meu Deus. Mas como está doendo. Ninguém bateu meu Deus. Mas como esta doendo. Ela não sabe o quanto eu estou sofrendo. Se arrependimento matasse eu era poeira. Eu perdi tudo por causa de uma sexta-feira. Barzinhos, baladas, bebidas não valem de nada. Se eu não tenho ao meu lado, a minha amada. Ai, ai, ai, que dor!. Não apanhei meu Deus. Mas como está doendo. Ninguém bateu meu Deus. Mas como esta doendo. Ela não sabe o quanto eu estou sofrendo",Bom Gosto,88,3,Samba,Samba
Me Leva Junto Com Você,"O mel do seu beijo tem um gosto do amor. Me leva junto com você, me leva junto com você. Meu bem eu te peço, não me deixe só. Me leva junto com você, me leva junto com você. Ninguém te pertenceu. Ninguém te ama como eu. Não deixe o sonho terminar. Meu coração é o seu lugar. Meu corpo é todo seu. O teu calor me aqueceu. Não deixe a chama se apagar. Meu coração é seu lugar. . *By Naaty! :)",Raça Negra,280,14.3,Samba,Romântico; Samba; Pagode; Axé; MPB; Regional; House; Hardcore; Sertanejo; Indie; Electronica; Bossa Nova; Pop; K-Pop/K-Rock; Infantil; Trilha Sonora; Black Music; Jovem Guarda; Clássico; Samba Enredo; Dance; Forró
"Chorei, Confesso","Chorei, confesso. Senti o pranto em meu rosto correr. Ah! Quanta ingratidão. Deixaste mágoas em meu coração. Porém a vida segue sempre em frente. Outras verdades mostrando a gente. As mágoas vão aos poucos se acabando. E a saudade se desfaz. A tua imagem morre com a distância. Finda lembrança a me dizer. Que não se deve dar sem receber. Quem ama assim tem muito que sofrer. Na certa nunca mais um novo adeus. Irá ferir os sentimentos meus",Fundo de Quintal,315,4.6,Samba,Samba; Pagode; Velha Guarda; Romântico; Axé; Samba Enredo; Sertanejo; Hip Hop; MPB
Nosso Grito,"Você já não quer mais amar. Sem rumo tá sem direção. Se encontra perdido no cais. Querendo encontrar solução!. Amigo não vá se entregar. Eu sei tá ruim de aguentar. Mas Deus tá aqui pra ajudar. Não deixe esse barco afundar. Refrão. Êta vida, êta vida de cão. A gente ri, a gente chora, a gente abre o coração. Êta vida, êta vida de cao.. A gente têm mais que lutar. Seguir a nossa diretriz. Sonhar e tentar ser feliz. viver pra cantar e sorrir!. É hora da gente assumir. É hora de darmos as mãos. Do negro ao branco se unir. Gritando numa só razão!. Êta vida, êta vida de cão. A gente ri, a gente chora, a gente abre o coração. Êta vida, êta vida de cão.. Repete a música inteira mais uma vez...",Turma do Pagode,182,11.7,Samba,Romântico; Pagode; Samba; Sertanejo; Funk Carioca; Instrumental; Forró; Black Music; Axé; Funk; Fado; R&B; Pop/Punk; Blues; Gospel/Religioso; Electronica; Reggae; Rap; Emocore
Pedaço de Mim (part. Zizi Possi),"Oh, pedaço de mim. Oh, metade afastada de mim. Leva o teu olhar. Que a saudade é o pior tormento. É pior do que o esquecimento. É pior do que se entrevar. Oh, pedaço de mim. Oh, metade exilada de mim. Leva os teus sinais. Que a saudade dói como um barco. Que aos poucos descreve um arco. E evita atracar no cais. Oh, pedaço de mim. Oh, metade arrancada de mim. Leva o vulto teu. Que a saudade é o revés de um parto. A saudade é arrumar o quarto. Do filho que já morreu. Oh, pedaço de mim. Oh, metade amputada de mim. Leva o que há de ti. Que a saudade dói latejada. É assim como uma fisgada. No membro que já perdi. Oh, pedaço de mim. Oh, metade adorada de mim. Lava os olhos meus. Que a saudade é o pior castigo. E eu não quero levar comigo. A mortalha do amor. Adeus. . 1977 © by Cara Nova Editora Musical Ltda.",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Mineirinho,"- Ah! ah! ihih.... . Eu não tenho culpa. De comer quietinho. No meu cantinho. Boto pra quebrar. Levo a minha vida. Bem do meu jeitinho. Sou de fazer. Não sou de falar. Quer saber o que tenho pra lhe dar. Vai fazer você delirar. Tem sabor de queijo com docinho. Meu benzinho, você vai gostar. É tão maneiro. Uai, é bom demais. Não tem como. Duvidar. O meu tempero. Uai, mineiro, faz. Quem provar. Se amarrar. Uai, uai. Não tem como. Duvidar. Faz, faz. Quem provar. Se amarrar. Ah! Sefaz...",Só Pra Contrariar,157,4.7,Samba,Samba; Pagode; Romântico; Gospel/Religioso; Jovem Guarda; Pop; Black Music; Infantil; Funk; Sertanejo; Forró
A Culpada Foi Quitéria,"Fui no forró na cachanga do Abdias. Nunca vi tanta alegria e poeira levantar. Mas de repente quando bateu meia noite. Chegou um cara com uma foice mandando o forró parar. Mas se deu mal porque não foi de brincadeira. Apareceu tanta peixeira só via faca voar, voar, voar. Só via faca voar. Só via faca voar. Só via faca voar, voar, voar, voar. Só via faca voar. E a culpada da encrenca. Foi Quitéria que deitou numa capela. Com o tal de Zé Gambá. O gunguri chegou no ouvido do marido. Foi ai que o boi traído correu lá pra confirmar. Pegou a nega de chamego com o Zé. Quebrou a cara da mulher e começou o bafafa vai lá. Só via faca voar. Só via faca voar. Só via faca voar, voar, voar, voar. Só via faca voar. E Zé do Pole saiu pra toma um gole. Foi ai que ele deu mole não deu tempo de voltar. Zé do zabumba também entro na quizumba. levo um chute na bunda ficou de pernas pro ar vai lá. Só via faca voar. Só via faca voar. Só via faca voar, voar, voar, voar. Só via faca voar. E Pindeleco primo avô de Zé Pelea. Lesco, lesco na orelha sobrancelha levantar. Uma foiçada quase arranca guguluco. Do tal de Joel maluco que tentou apaziguar vai lá. Só via faca voar. Só via faca voar. Só via faca voar, voar, voar, voar. Só via faca voar. Graças a Deus não houve morto nem ferido. Todo mundo era amigo foi cachaça pra danar. É que o forró não pode entrar ninguém enxerido. Se a mulher ta sem marido o cabra tem que respeitar vai lá. Só via faca voar. Só via faca voar. Só via faca voar, voar, voar, voar. Só via faca voar",Bezerra da Silva,292,2.9,Samba,Pagode; Samba; MPB; Instrumental; Axé; Heavy Metal; Blues; Black Music; Electro Swing; Bossa Nova; Soft Rock; Funk Carioca; Country
Sargento,"O sargento pediu documento. A um elemento sujo de cimento. Ele disse ""Doutor eu trabalho faz tempo. Mas minha carteira tá cheia de vento"". Que papel estranho é esse?. Alistamento!. Tá vindo de onde, tá indo pra onde?. Pro juramento do meu aposento. E o pó que carrego no bolso. é talco pro meu cão sarnento. E o mato com presente dentro é erva fina pro meu suprimento.. Esporte, isso é que é sorte. Acaba qualquer sofrimento. Mas não vem com esse papo de arrego. Que vai onerar meu orçamento",Arlindo Cruz,201,5.2,Samba,Samba; Pagode; Samba Enredo; Romântico; Axé; Reggae; Velha Guarda; Black Music; Forró; Funk
Antes de Dizer Adeus,"Não esqueço aquela época da escola. Que você matava aula. Pra me ver jogando bola. E passava seu caderno. E as vezes dava cola. E a gente namorava no escuro do cinema. Eu chorei quando você saiu de cena. Pra fazer curso normal em outra cidade. Eu fui pras Forças Armadas. Completei maioridade. E você na minha história, me matando de saudade. E depois cai no mundo, nessa minha trajetória. É um milagre te reencontrar agora. E o pior é que agora, você já tem compromisso. Tem aliança no dedo e eu também. O melhor é ir embora. Que é pra evitar o risco. De partir ao meio o coração de alguem. Desejo pra você paz e saúde. Que o bom Deus lhe ajude. Pra você cuidar dos seus, pra eu cuidar dos meus. Mas deixe os nossos sentimentos. Se entregar nesse momento. antes de dizer adeus",Belo,236,14.7,Samba,Romântico; Pagode; Samba; Trilha Sonora; Axé; Funk Carioca; Black Music; Funk; Gospel/Religioso; Sertanejo; Psicodelia; Piano Rock; Soul Music; World Music; Disco; Country; Blues; Pop; Bossa Nova; Hip Hop
