SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Você Abusou,"Me magoa, maltrata e quer desculpa. Me retruca, me trai e quer perdão. Me ofende, me fere e não tem culpa. Jesus Cristo, eu não sei quem tem razão. Esse fogo, essa farsa, essa desgraça. Me corrompe e corrói meu coração. Há momentos que eu paro e acho graça. Procuro, e não acho a solução. Você abusou,. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Mas não faz mal. É tão normal ter desamor. É tão cafona sofrer dor. Que eu já nem sei.. Se é meninice ou cafonice o meu amor.. Se o quadradismo dos meus versos. Vai de encontro aos intelectos. Que não usam o coração como expressão.. Você abusou,. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Que me perdoem, se eu insisto neste tema. Mas não sei fazer poema. Ou canção que fale de outra coisa. Que não seja o amor.. Se o quadradismo dos meus versos,. Vai de encontro aos intelectos,. Que não usam o coração,. Como expressão.. INSTRUMENTAL. Você abusou,. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Que me perdoem, se eu insisto neste tema. Mas não sei fazer poema. Ou canção que fale de outra coisa. Que não seja o amor.. Se o quadradismo dos meus versos,. Vai de encontro aos intelectos,. Que não usam o coração,. Como expressão.. Você abusou,. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Você abusou,. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.. Tirou partido de mim, abusou.",Jorge Aragão,168,4.5,Samba,Samba; Pagode; Romântico; MPB; Axé; Velha Guarda; Trilha Sonora; Rap; Dance; R&B; Black Music; Funk; Hard Rock; Instrumental
Foi Inevitável,"Brigas, culpados, dois errados, sem querer ceder. Planos rasgados, foi inevitável nos perder. Rancor, ciúmes, nossa vida transformada em caos. Foi por costume ou uma crise existencial. E no final, o orgulho separou dois corações. Culpa da gente. E agora eu pergunto. O que vai ser daqui pra frente?. Você vai se envolver com outro alguém. Pra esquecer de mim. E eu vou tentar te esquecer, enfim. Brigas, culpados, dois errados, sem querer ceder. Planos rasgados, foi inevitável nos perder. Rancor, ciúmes, nossa vida transformada em caos. Foi por costume ou uma crise existencial. E no final, o orgulho separou dois corações. Culpa da gente. E agora eu pergunto. O que vai ser daqui pra frente?. Você vai se envolver com outro alguém. Pra esquecer de mim. E eu vou tentar te esquecer, enfim. Foi inevitável nos perder",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
"Sem Dívida, Nem Dúvida","É galinha ou garnizé?. Co-ro-co-có. 2x. Nao é mais como antigamente. Naná retornava imponente. Seu troféu amarrado pelos pés. De cabeça pra baixo. Com poucos mil-reís. Quando ela vinha da feira. Já dava pros nego bebericar. Só no calor da fogueira. O cheiro do refogado. Alho, coentro acebolado,. De todo o tempero a mulher. Nair , nair , nair. Nunca comprou nada trocado. Hoje em dia vem tudo embalado. Quase não se sabe o que é. É galinha ou garnizé?. Co-ro-co-có. 2x. Aí era tudo com ela. Peito, pescoço, moela. No louro, no sal, no limão. Ê tempo bom. De garfo, de mão, de colher. É galinha ou garnizé?. Co-ro-co-có. 2x",Jorge Aragão,168,4.5,Samba,Samba; Pagode; Romântico; MPB; Axé; Velha Guarda; Trilha Sonora; Rap; Dance; R&B; Black Music; Funk; Hard Rock; Instrumental
Brilho de Cristal,"É o brilho do seu olhar. Que me leva a loucura. Pode ser minha cura 2X. Essa febre de amar. Faz o que quer de mim. Faz o bem, faz o mal. O nosso amor será sempre assim. Um brilho de cristal. Ah quem dera ao menos uma vez. Poder te abraçar e te beijar. De pertinho desvendar. O brilho deste olhar. Que ilumina minha vida triste. Fica sem você não sou ninguém. Vem cá me dá. Me dá você meu bem. Por que ando tão sozinho. Precisando de carinho. Juro por Deus. Jamais amei assim. É desejo demais. Vem trazer minha paz. Abre seu coração. Vem pra mim. É o brilho do seu olhar. Que me leva a loucura. Pode ser minha cura. Essa febre de amar 2X. Faz o que quer de mim. Faz o bem, faz o mal. O nosso amor será sempre assim. Um brilho de cristal",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
A Doida,"A doida vazou. A doida vazou. Nem quis meu amor. Nem quis meu amor. Ela se querendo toda foi chegando doida. Pra perto de mim. Eu fui me sentindo o cara, botei a minha cara. Pensando no fim. Ela, toda venenosa de vestido rosa. Pra me seduzir. Eu banquei a noite inteira, foi tanta saideira. E nada de partir. E ela no absolut, misturando ice, uísque e redbull. Eu vivi um pesadelo, entrei em desespero. E fiquei a bangu. A galera da balada tava antenada no seu proceder. Eu não quis saber de nada, banquei essa parada. Eu não sou de perder. Perdi. Foi clareando o dia. E eu na agonia. A banca quebrou. Ela saiu de fininho. Me negou carinho. E foi pegar o metrô. A doida vazou. A doida vazou. Nem quis meu amor. Nem quis meu amor. Ela se querendo toda foi chegando doida. Pra perto de mim. Eu fui me sentindo o cara, botei a minha cara. Pensando no fim. Ela, toda venenosa de vestido rosa. Pra me seduzir. Eu banquei a noite inteira, foi tanta saideira. E nada de partir. E ela no absolut, misturando ice, uísque e redbull. Eu vivi um pesadelo, entrei em desespero. E fiquei a bangu. A galera da balada tava antenada no seu proceder. Eu não quis saber de nada, banquei essa parada. Eu não sou de perder. Perdi. Foi clareando o dia. E eu na agonia. A banca quebrou. Ela saiu de fininho. Me negou carinho. E foi pegar o metrô. A doida vazou. A doida vazou. Nem quis meu amor. Nem quis meu amor. A doida vazou. A doida vazou. Nem quis meu amor. Nem quis meu amor. A doida vazou. A doida vazou. Nem quis meu amor. Nem quis meu amor. A doida vazou. A doida vazou. Nem quis meu amor. Nem quis meu amor",Seu Jorge,106,4.2,Samba,MPB; Samba; Black Music; Romântico; Pop; Soul Music; Axé; Funk; R&B; Folk; Jazz; Trilha Sonora; Pagode
Asa Negra,Depois que aquela mulher me deixou. Minha vida melhorou. Depois que aquela mulher me deixou. Minha vida melhorou. Se eu soubesse disso. Teria deixado aquela mulher. Há mais tempo. Há mais tempo. Hoje vieram me dizer. Que ela vive a sofrer. E a razão eu sei por que. Vou lhe dizer. Era ela a minha asa negra. Era ela a minha asa negra,Adoniran Barbosa,104,1.7,Samba,Samba; MPB; Bossa Nova; Hip Hop; Trip-Hop; Funk Carioca; Instrumental; Gospel/Religioso; Funk; Pop; Axé; Pop/Rock
E Eles Verão a Deus,Hoje a natureza canta. A musa se encanta. E vem pra festejar. E vem sorrir que a vida é bela. Nas cores dos eu despertar. E um alguém que sorriu pra ela. Bordou a paz e foi feliz. E viu o mundo assim em aquarela. Oh! Divina inspiração. Que iluminou a imaginação. Dos que eternizaram. Momentos de grande valor. A imagem do amor. A verdade da vida. Canta meu povo. Que a arte coloriu a sedução. Surgem na tela os personagens. Na força de uma nova dimensão. Murmura o mar. Responde o ar. Gargalha o dia. O criador e a obra. Viajam no irreal da fantasia. E eles verão a Deus. Num sonho que fizeram seu sonhar. E eles verão a Deus. Razão de todo seu imaginar,Seu Jorge,106,4.2,Samba,MPB; Samba; Black Music; Romântico; Pop; Soul Music; Axé; Funk; R&B; Folk; Jazz; Trilha Sonora; Pagode
Quero Te Ver Feliz,"Você não pode negar, pois já deixou transparecer.. Que não quer mais continuar, nem me entender.. Eu sou difícil de lidar às vezes te faço sofrer.. Eu nunca quis te magoar, posso te entender.. Meu jeito sempre foi assim.. Eu sei que o defeito esta em mim.. Já tentaram me fazer mudar, tudo foi em vão.. A idéia de ficar sozinho aqui só me faz refletir.. Que o caminho que devo seguir é o teu coração.. Por você posso até tentar mudar o meu jeito de ser.. Não quero te fazer chorar, não quero te perder.. Vale a pena continuar investindo na nossa relação.. Vamos prosseguir, por quê.... Quero te ver feliz você é o que eu sempre quis.. Teu amor, teu calor e os teus carinhos.. Meu jeito sempre foi assim.. Eu sei que o defeito esta em mim.. Já tentaram me fazer mudar, tudo foi em vão.. A idéia de ficar sozinho aqui só me faz refletir.. Que o caminho que devo seguir é o teu coração. Por você posso até tentar mudar o meu jeito de ser.. Não quero te fazer chorar, não quero te perder.. Vale a pena continuar investindo na nossa relação.. Vamos prosseguir, por quê.... Quero te ver feliz você é o que eu sempre quis.. Teu amor, teu calor e os teus carinhos.",Alexandre Pires,195,6.2,Samba,Samba; Romântico; Pagode; Axé; Dance; Sertanejo; Funk Carioca; Funk; Trilha Sonora; Electronica; Forró; Clássico
Ser Maravilhoso,"Intro: Am7/9 | % | % | % | Dm7/6 | % | % | % |... (3x). Am7/9. Somente um pensamento meu. Dm7/6 Bb. Apenas um momento meu... nada mais. Dm7/6 Em7 Bb Am7/9. Percebendo aos poucos a paz de Deus... é maravilhoso. Dm7/6 Em7 Bb Am7/9. Refletindo o que é que faz tanto Deus... ser maravilhoso. Dm7 G7. Em milhões de anos-luz... quem sabe aí, de onde vem ?. C7+ F7+. Impossível não pensar que existe vida mais além. Bm5-/7 E7 Am7 A7. Não estamos sós nessa viagem pela dimensão do tempo. Dm7 G7. Somos menos que pensamos pra julgar a lira de um irmão. C7+ F7+. Sem excesso, fanatismo, sem nenhuma ostentação. Bm5-/7 Bb7/9 Am7/9. Tudo o que se crê e faz em nome de Jesus... vem da luz do coração. Dm7/6 Em7 Bb Am7/9. Percebendo aos poucos a paz de Deus... é maravilhoso. Dm7/6 Em7 Bb Am7/9. Refletindo o que é que faz tanto Deus... ser maravilhoso. Dm7/6 Em7 Bb. Ô... ô... ô... ô... ô... ô... ô... ô... Ô... ô... ô... ô... ô... ô... ô... ô.... Am7/9 Dm7/6 Em7 Bb Am7/9. Ô... ô... ô... ô... ô... ô... ô... ô... Ô... ô... ô... ô... ô... ô... ô... ô... é maravilhoso. Dm7 G7. Falsos avatares aos milhares, Cristo disse bem. C7+ F7+. Chegariam pra tentar fazer do povo seu refém. Bm5-/7 E7 Am7 A7. Mas o sopro de uma fé é bem mais forte que o pilar de um templo... faz tempo. Dm G7. Deixe quem quiser cantar em paz a sua emoção. C7+ F7+. Tudo que um poeta tenta vem do fundo do seu coração. Bm5-/7 Bb7/9. Não vos assusteis irmãos, é só uma canção. Am7/9. São uns sentimentos meus. Dm7/6 Em7 Bb. Ô... ô... ô... ô... ô... ô... ô... ô... Ô... ô... ô... ô... ô... ô... ô... ô... uns pensamentos meus. Am7/9 Dm7/6 Em7 Bb Am7/9. Ô... ô... ô... ô... ô... ô... ô... ô... Ô... ô... ô... ô... ô... ô... ô... ô... é maravilhoso. Dm7/6 Em7 Bb Am7/9.",Jorge Aragão,168,4.5,Samba,Samba; Pagode; Romântico; MPB; Axé; Velha Guarda; Trilha Sonora; Rap; Dance; R&B; Black Music; Funk; Hard Rock; Instrumental
Ô Isaura,Ô Isaura pega na viola. Ô Isaura pega na viola. O samba é bom não vai terminar agora. O samba pé bom não vai terminar agora. Lá no morro da mangueira. Só não sobe quem não quer. Porque lá tem Tengo-Tengo. Santo Antônio e Chalé. Ô Isaura pega na viola. Ô Isaura pega na viola. O samba é bom não vai terminar agora. O samba pé bom não vai terminar agora. Tia Maria tem sete filhos. Todos sete pra comer. A panela é pequenina. Dividir que eu quero ver. Ô Isaura pega na viola. Ô Isaura pega na viola. O samba é bom não vai terminar agora. O samba pé bom não vai terminar agora. Menina casa comigo. Que eu sou trabalhador. Com chuva não vou pra roça. E com sol também tão não vou. Ô Isaura pega na viola. Ô Isaura pega na viola. O samba é bom não vai terminar agora. O samba pé bom não vai terminar agora. Todo Rico quando morre. Foi porque Jesus levou. Todo pobre quando morre. Foi cachaça quem matou. Ô Isaura pega na viola. Ô Isaura pega na viola. O samba é bom não vai terminar agora. O samba pé bom não vai terminar agora,Beth Carvalho,250,2.6,Samba,Samba; MPB; Pagode; Bossa Nova; Romântico; Axé; Black Music; Folk; Funk; Dance; Forró
Coincidência,"Você me disse que queria me encontrar. Que coincidência, eu precisava conversar. Tava no carro e tocou meu celular. Não atendi, faltou coragem pra falar. Você insistia com mensagem e eu fugindo. Na minha cabeça tava tudo decidido. Era difícil te contar, deu medo. Não teve jeito, eu tive que atender. Pra dizer que não dá mais, que tudo acabou. Espero que você entenda. Que, aqui no coração, só cabe um amor. Espero que você entenda",Turma do Pagode,182,11.7,Samba,Romântico; Pagode; Samba; Sertanejo; Funk Carioca; Instrumental; Forró; Black Music; Axé; Funk; Fado; R&B; Pop/Punk; Blues; Gospel/Religioso; Electronica; Reggae; Rap; Emocore
Fatalmente,"Passei a vida inteira procurando alguém como você. nunca imaginei que um dia fosse me arrepender. você tão linda assim. não passava essa imagem para mim. Achei que nossa história nunca pudesse chegar ao fim.. Mas chegou, acabou. é hora de dizer adeus. Vacilou, terminou. e o culpado não fui eu.. Mas chegou, acabou. é hora de dizer adeus. Vacilou, terminou. e o culpado não fui eu. Me entreguei de corpo inteiro. E mesmo assim você quis outro alguém. O que aconteceu comigo eu não desejo pra mais. ninguém.. Eu sei que um dia você vai chegar pedindo pra voltar. Sinto muito é tarde. Fatalmente terá outra em seu lugar. (2x)",Rodriguinho,106,2.7,Samba,Romântico; Pagode; Samba; Country; Hardcore; Tecnopop; Axé; Funk Carioca; Black Music
Razão de Sobra,"Cabe a nós lutar por esse amor. Sem ligar pra quem quer nos destruir. Por ai eu encontrei ... razões de sobra pra tanta paixão. O orgulho deu chance pra dor. A distancia vivo a te seguir. Vou sair ... eu já cansei, de ter que aturar a solidão. Compus essa canção. Pois quando te encontrar. Estarei cantando, afinal. tá na cara que esses versos é do tema. Tenha fé será um sonho. E acordar não vai valer a pena.... Se você me aceitar. Juro jamais deixar. Nos dividir. A vida passa o tempo voa. Basta. Não quero mais ficar atoa sem dormir",Reinaldo,93,2.5,Samba,Samba; Pagode; Romântico; Black Music; Gospel/Religioso; Axé
Zero a zero,"Eu não vou ficar chorando aqui. Sofrendo por um desamor. Eu quero paz, eu quero mais. Viver curtir, chega de dor. Chega de sofrer amor. Tá pensando que eu tô de bobeira. E vou ficar correndo atras. Adeus amor, adeus paixão. Adeus eu não te quero mais. Chega de sofrer amor. Quero um namoro maneiro. Sem ter exagero pra me aventurar. Desses que duram uma noite. E acabam bem antes do dia raiar. Não vou vou sofrer por amar assim. Quem vai chorar é você por mim. Olha é o fim e jamais eu pretendo voltar. Ai, ai, ai ai tô na boa. Tô no zero a zero com meu coração. Ai, ai, ai, ai tô aí pro que der e vier. Eu tô de mão em mão. Olê, olê, lê, lê ô",Samprazer,80,1.5,Samba,Samba; Pagode; Romântico; Axé; Clássico
Eu Quero Seu Amor,"Eu estou tão sozinho,. Querendo um beijinho. Você bem que podia. Vir pra me namorar. Ia ser gostosinho. Sentir o seu carinho. Beijar a tua boca. Até me acabar. Te amar a noite inteira. De todas as maneiras. Com força e com carinho. Sem hora pra acabar. Amanhecer o dia. Em sua companhia. Gritar com alegria. Que foi bom te amar. Eu quero seu amor (3x). Você não sabe o quanto eu quero seu amor. Eu quero seu amor (3x). Você não sabe o quanto eu quero seu amor. Eu tô morrendo de vontade de você. Baixa essa guarda que eu tô louco pra te amar. Não adianta você querer se esconder. Que eu vou fazer de tudo pra te conquistar. A paixão queima no meu peito pra valer. E esse fogo só você pode apagar. Deixar rolar,deixa fluir,acontecer. Deixa eu descobrir o teu jeito de amar (2x)",Samprazer,80,1.5,Samba,Samba; Pagode; Romântico; Axé; Clássico
Partideiro sem nó na garganta,"Vejam bem mas eu sou eu. Partideiro indigesto sem nó na garganta. E defensor do samba verdadeiro. Que nasce no morro fonte de inspiração. É!. Mas eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. Sei que na minha ausência os invejosos me malham. Sem pena e sem dó. Eles dizem até que eu fumo maconha. Que ando com a venta entupida de pó. O que vem de baixo não me atinge. O meu sucesso incomoda muita gente. Está provado que esse monstro me inveja. Ele é mesmo a arma do incompetente. Mas eu sou eu!. Eu sou eu. Partideiro indigesto sem e nó na garganta. Defensor do samba verdadeiro. Que nasce no morro fonte de inspiração. É!. Mas eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. Dizem que eu sou malandro cantor de bandido e até. Revoltado. Somente porque canto a realidade. De um povo faminto e marginalizado. Na verdade eu sou um cronista. Que transmite o dia-a-dia do meu povo sofredor. Dizem que gravo música de baixo nível. Porque falo a verdade que ninguém falou. Mas eu sou eu. Eu sou eu. Partideiro indigesto e sem nó na garganta. Ih!. Defensor do samba verdadeiro. Que nasce no morro fonte de inspiração. É!. Eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. Sei que na minha ausência os invejosos me malham. Sem pena e sem dó. Eles dizem até que eu fumo maconha. Que ando com a venta entupida de pó. O que vem de baixo não me atinge. O meu sucesso incomoda muita gente. Está provado que esse monstro me inveja. Ele é mesmo a arma do incompetente. Mas eu sou eu!. Eu sou eu. Ih!. Partideiro indigesto sem e nó na garganta. Defensor do samba verdadeiro. Esse negócio de bom partideiro todo mundo é!. Que nasce no morro fonte de inspiração. É grupo amizade!. Eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. Dizem que eu sou malandro cantor de bandido e até. Revoltado. Somente porque canto a realidade. De um povo faminto e marginalizado. Na verdade eu sou um cronista. Que transmite o dia-a-dia do meu povo sofredor. Dizem que gravo música de baixo nível. Porque falo a verdade que ninguém falou. Mas eu sou eu. Eu sou eu. Ih!. Partideiro indigesto e sem nó na garganta. É o bicho, é o bicho!. Defensor do samba verdadeiro. Que nasce no morro fonte de inspiração. É!. Eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. É!. Mas eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. Diz aí!. Eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. É!. Mas eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação. Pode dizer!. Eu sou assim. Sem farpa na língua meu bom camarada. Não sou caô caô nem conversa fiada. E também detesto caguetação",Bezerra da Silva,292,2.9,Samba,Pagode; Samba; MPB; Instrumental; Axé; Heavy Metal; Blues; Black Music; Electro Swing; Bossa Nova; Soft Rock; Funk Carioca; Country
Caramba... Galileu da Galileia,"Disseram que ele não vinha, olha ele aí. Ai, ai caramba, ai, ai caramba. Ai, ai caramba, ai, ai caramba. E como já dizia Galileu na Galiléia. Malandro que é malandro não bobeia. Se malandro soubesse como é bom ser honesto. Seria honesto só por malandragem, caramba. Ai, ai caramba, ai, ai caramba. Ai, ai caramba, ai, ai caramba. Diziam também que a terra era quadrada. Mas ficou provada que a terra é redonda, caramba. Ai, ai caramba, ai, ai caramba. Ai, ai caramba, ai, ai caramba. Quem ama quer casa, quem quer casa quer criança. Quem quer criança quer jardim. Quem quer jardim quer flor. E como já dizia Galileu, isso é que é amor. Ai, ai caramba, ai ai caramba. Ai, ai caramba, ai, ai caramba",Jorge Ben Jor,256,3.5,Samba,Samba; MPB; Funk; Jovem Guarda; Soul Music; Romântico; Blues; Bossa Nova; R&B; Infantil; Dance; Black Music; Rock; Tropical House; Country; Pagode; Soft Rock; Trip-Hop; World Music; Psicodelia; Jazz; Axé
Ponta de Dor,"Suas lágrimas são o bastante pra me dizer. Que se houvesse perdão pra mim não poderia ser. Dessa vez foi demais e eu fui incapaz do amor. Que você me deixou, faça o que preciso for.. Só não vá revelar o quanto fui ruim,. Não queira se igualar, você não é assim,. Cada um dá o que tem.. Você me deu amor, devolvi com desdém, uma ponta de dor,. Mas não fiz por maldade.. Você pode esperar. Essa felicidade um dia virá,. Ou quem sabe um amor que venha ficar, pra vida. Inteira.. Mas nem sempre o que espera dá pra chegar.. Suas lágrimas são...",Jorge Aragão,168,4.5,Samba,Samba; Pagode; Romântico; MPB; Axé; Velha Guarda; Trilha Sonora; Rap; Dance; R&B; Black Music; Funk; Hard Rock; Instrumental
Além do Normal,"Dá um tempo. Tem que ser agora, não vejo melhor momento. Não dá pra negar que o nosso relacionamento. Está cada dia ficando pior. Vai embora. Dói meu coração ter que te pedir: ""Não chora"". Se não me comovo, te abraço e te beijo agora. Também vou sofrer com a separação. Pro bem da nossa união. Ter ciúme é tão natural, meu amor. Mas o teu vai além do normal, por favor. Não me venha dizer que sou eu o culpado. Por você ser assim. Não, essa, não, meu violão de estimação. Que meu irmão de criação me deu, qual é?. Você quebrou, desconfiando ser presente de mulher. Fez muito mais um ano atrás. Xingou meu pai que pediu paz, pra mim e pra você. Pro nosso bem-querer. Vai relaxar, raciocinar. Depois que a poeira abaixar. Se me provar que se curou. Dessa doença, eu te aceito. Numa boa, sem terror. Meu sonho diz que só assim. A gente pode ser feliz, meu amor",Grupo Revelação,188,13,Samba,Pagode; Samba; Romântico; Sertanejo; Samba Enredo; Axé; Forró; Soul Music; Folk; Surf Music; Disco; Funk; MPB; Funk Carioca; Black Music
Medley - Como Nunca Amei Ninguem / Me Apaixonei pela pessoa errada / 40 Graus de Amor,"Canta: Jeffinho. Nunca pensei que você. Me deixaria desse jeito. Sem dormir direito. Imaginei que fosse um passatempo qualquer. Uma aventura de amor. Mas meu coração me enganou. E agora meu mundo é seu mundo. Seu corpo em meu corpo é um só. É um sentimento maior. Te amo como nunca amei ninguém. Te quero como nunca quis um dia alguém. Você mudou a minha história. Todo dia à todo momento. Está presente no meu pensamento. Perco a noção do tempo. Só por causa de você. Canta: Rommero. Eu não tenho culpa de estar te amando. De ficar pensando em você; toda hora. Não entendo por que deixei acontecer. E isso tudo me apavora. Você não tem culpa se eu estou sofrendo. Se fantasiei de verde esta história. Você tem namorado posso até estar errado. Mas tenho que ganhar você. É mais do que desejo é muito mais do que amor. Eu te vejo nos meus sonhos. E isso aumenta mais a minha dor. Eu me apaixonei pela pessoa errada. Ninguém sabe o quanto que estou sofrendo. Sempre que eu vejo ele do seu lado. Morro de ciúme estou enlouquecendo. Fica comigo. Me deixa ao menos te tocar. Entenda que ao meu lado é o seu lugar. Canta: Nego Branco. Meu coração é o teu lugar. Meu coração quer te abrigar. Eu te amo tanto. Preciso de você. Eu te amo tanto. Meu mundo é você. Lá fora, não existe amor. Sincero como o meu amor. Eu sei. Tão puro e cheio de emoção. Eu sei. Nós dois somos iguais. Os nossos ideais. Paixão ternura e paz. É só você entrar. Aqui é o seu lugar, te amo. Meu coração está com fogo pra te amar. Queimando. É só você chegar. Quero te abraçar. Deita no meu peito. E sente o meu calor. Quarenta graus de amor perfeito. Meu coração é o teu lugar",ExaltaSamba,238,13,Samba,Samba
Algo Em Comum,"É possível que nós dois. Tenhamos algo em comum. Apesar de aquarianos cada um é cada um. Mesmo estando separados. Continua o nosso vício. Eu de cá você delá é tão grande o sacrifício. Fomos feitos um pro outro. Não podemos esconder. Você é meu vídeo tape sou reprise pra você. Se unirmos nossas vidas. Com amor e com ternura. Vai ser lindo pra nós dois começar é aventura. Se olhar pra mim, me veja. Se estou aqui, esteja. Se olhar pra mim, me veja. Se estou afim, esteja. Começar é aventura. Se olhar pra mim, me veja. Se estou aqui, esteja. Se olhar pra mim, me veja. Se estou afim, esteja. voltar para Pagode",Raça Negra,280,14.3,Samba,Romântico; Samba; Pagode; Axé; MPB; Regional; House; Hardcore; Sertanejo; Indie; Electronica; Bossa Nova; Pop; K-Pop/K-Rock; Infantil; Trilha Sonora; Black Music; Jovem Guarda; Clássico; Samba Enredo; Dance; Forró
Faz Um Lá Menor,Participações especiais: almir guineto e almirzinho. Faz um lá menor pra mim. Que hoje eu vou desabafar. Nunca fiquei feliz assim. Deu vontade de cantar. Descansa meu coração. Nas notas musicais. Dar um basta na desilusão. Pra nunca mais. Curtir o som da alegria. Viver chorando é covardia. Pra que chorar se existe a melodia. Pra que chorar ser tem letra e poesia. E o violão pra acompanhar. Eu não me sinto só. Eu não me sinto só. Eu tenho um grande amor. Faz um lá menor,Katinguelê,137,1.7,Samba,Samba; Pagode; Romântico; Instrumental; Chillout; MPB; Black Music
Nem Pensar em Te Perder,"Fica comigo amor. Eu quero só você. Dessa vez vai ser diferente,. eu não vou mais te magoar. Esquece o que passou,. vamos nos entregar. Dá uma chance, entende,. o amor da gente vai rolar. Eu já paguei o preço. e já chorei demais. sabe que eu tô sofrendo, tanto,. sem você, amor, ah meu amor!. Não vê que eu te amo. Acende eu te chamo. Vai logo me beija. uo, uo, uo.... Não vê nos meu olhos. a sinceridade. do meu sentimento. uo, uo, uo.... Não vivo sem ter você. Nem pensar em te perder, amor!",Samprazer,80,1.5,Samba,Samba; Pagode; Romântico; Axé; Clássico
Ela É Minha Cara,"Causa reboliço aonde passa,. Desce mais redondo que a cachaça.... Ela é a fulana de tal,. O seu palácio vai do Leme ao Pontal,. É a minha mais entre as dez mais.. Ela é gente bem,. Por isso mesmo não dá mole a ninguém,. Mas um dia eu faço ela sambar.. Ela é o colírio da moçada. Quando chega pára a batucada.. Ela é o jazzy,. E há quem diga que parece um rapaz,. Mas quem fala é louco pra encarar.. Ela é minha cara. E nem me olha quando a gente se esbarra,. Mas um dia eu faço ela sambar.. Tira onda de granfina, Mas pra mim é só a mina. Que enfeitiçou meu coração.. Vai que um dia pinta um clima. E ela vem parar na minha. E eu vou comer na sua mão.... E eu vou comer na sua mão.... E eu vou comer na sua mão...",Mart'nália,87,1,Samba,Samba; MPB; Bossa Nova; Jazz; Kizomba; Black Music; Axé
