SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Aquele Beijo,"Passei a semana inteira sonhando com aquele beijo. Enfim chegou a sexta-feira. Estou contando as horas pra te encontrar. 'Tô cheio de saudade, veja só o que me fez. Fiz tabuada na aula de português. Contei história do Brasil na aula de inglês. Que loucura!. Já nem sei mais o que é certo. 'Tô confundindo MPB com Rock n'Roll. Depois do beijo eu nem sei mais o que sou. Só tenho a certeza. Que eu quero é ser feliz contigo. Esse desejo vai me enlouquecer. Eu não consigo ficar longe de você. Vou te esperar!. Quando você chegar no nosso show. Vou gritar no microfone quem eu sou. O homem mais feliz do mundo. Porque ganhei o seu amor",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Porta Pra Felicidade,"Toda vez que a gente briga, sinto o mundo desabando sobre mim ;. toda vez que a gente briga, você diz que vai embora e é o fim .. Você rasga minha roupa toda, pega a nossa foto e faz fogueira, ai eu fico sofrendo, chorando no seu portão a madrugada inteira!. Porque você me deixa tão mal ?. não vê que a gente se gosta tanto, e a nossa briga é coisa de momento.. Então pra que ficar se machucando, melhor dá fim a tanto sofrimento ... Vem, me abraça forte preciso viver te amando !. Refrão. Então volta que eu te quero tanto,. por favor fica de bem comigo .. vem correndo pra secar meu pranto,. não mereço todo esse castigo !. então chega de brigar atóa,. abre a porta pra felicidade .. se eu errei por favor me perdoa, porque o nosso amor é de verdade .. abre a porta pra felicidade ... deixa, deixa o nosso sentimento entrar .. !. Toda vez que a gente briga...",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Brincadeira de Fazer Neném,"Quero te dar carinho você: não quer provar. Sabe quando eu fico sozinho contigo não consigo parar. Tá dando bobeira, tá falando besteira. E hoje de qualquer maneira não escapa. Tô te esperando, dá o fora nas amigas. Pega o carro, vem correndo que eu duvido não gostar. Vem, que rola até de manhã. Vem, que a festa não tem hora pra acabar. Vem, por mim começa pelo sutiã. Ai meu Deus desse jeito não vou aguentar. Vem, fica tranquila que não tem ninguém. Vem, depois te deixo em casa. Vem, tá preocupada o que e com quem. Fecha os olhos e relaxa é brincadeira de fazer neném",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Vai Embora,"Eu te dei valor. mas você mentiu pra mim a todo tempo. Eu te dei valor. mas você brincou com o meu sentimento. Mas foi por amor. que eu aceitei tudo o que fez comigo. Mas foi por amor. que eu fechava os olhos pra viver contigo. Então eu tentei viver assim, mas foi em vão. não tem como enganar o coração. que não sabe como te esquecer. mas vai ter que aprender. Pegue suas coisas vai. imediatamente vai embora, sai. Não quero mais ouvir falar teu nome. cansei, com você eu parei. Pegue suas coisas vai. imediatamente vai embora, sai. De hoje em diante eu não quero mais dor. entenda de uma vez que acabou!",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Fidelidade,"Mais de uma vez eu te perdoei,. Mas agora não vou aceitar.. Porque eu te vi beijar, não vai me negar,. Não tem mais pra que mentir,. Já sei que te amei em vão.. Você faz o que quer de mim,. Me tem na hora que deseja.. Você faz o que quer de mim,. Mas tô mudando,. Preste atenção no que eu vou te dizer,. A vida vai te dar o troco,. Você vai chorar se arrepender,. Mas pra você não volto mais.. Pra te esquecer, vou me aventurar,. Vou me jogar nos braços de outro alguém,. Sem medo de errar. Já tomei a decisão,. Outro amor vou encontrar,. Não é mais seu meu coração.. Você faz o que quer de mim,. Me tem na hora que deseja.. Você faz o que quer de mim,. Mas tô mudando,. Preste atenção no que eu vou te dizer,. A vida vai te dar o troco,. Você vai chorar se arrepender,. Mas pra você não volto mais. (2x). Um dia eu sei que vai ligar,. Chorando, me implorando pra voltar,. Já vai ser tarde demais,. Pra pedir desculpas e voltar atrás,. Porque vou ter um novo amor,. Que tem fidelidade, que me dá valor,. Foi você quem quis assim, tudo acabou.. Você faz o que quer de mim,. Me tem na hora que deseja.. Você faz o que quer de mim,. Mas tô mudando,. Preste atenção no que eu vou te dizer,. A vida vai te dar o troco,. Você vai chorar se arrepender,. Mas pra você não volto mais",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Papel de Homem,"Eu fiz meu papel de homem!. Eu não tô errado. Nem vou me sentir culpado. Se você tinha namorado. Por que bateu no meu portão. Não tem jeito quando o amor. Não tá perfeito. Vem outro cara e faz direito. E sai roubando coração (E o tal ladrão de coração). Ele já descobriu tudo entre a gente. Até da vez que se sentiu carente. Que me procurou, me desejou, querendo cama. E bem na hora do prazer, disse que me ama. Não deixa ele vim tomar partido. E nem tira satisfação comigo. Que eu vou brigar, não vou gostar, tu me conhece. E todo mundo sabe que você merece mais. Porque ele ai nem te completa. Não deu assistência, sofreu consequência. Perdeu e foi traído por incompetência. Ela me pediu amor, eu sou fora da lei. Não neguei amor, eu dei. Foi na minha casa pra matar a fome. Dei tudo que ela quis fiz meu papel de homem. Ela me pediu amor e eu sou fora da lei. Não neguei amor, eu dei. Fiz meu papel de homem ..",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Garota Sexy,Eu acho que é melhor para. Com esse fingimento. Tá fazendo frio aqui por dentro. Você não sabe o que é amor. É uma dor aqui no meu peito. Eu vejo tudo tão imperfeito. Você tá duvidando do meu amor. Preciso te dar todo meu carinho. Amor eu te quero pois estou sozinho. Você sabe o que eu estou sentindo. Ainda diz pra mim que eu estou mentindo. Tu sabe qual é ô meu amor. Quero dar meu mundo la fora. Não tenta se esconder. Tô querendo você. Refrão. Agente faz amor na cama. Você chegou pra falou que não me ama. Meus parabéns você merece. Garota sexy vem me dar um beijo. Eu te amo e te quero. Assim te desejo,Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Como eu te amei,"Eu pensei que fosse brincadeira. Que era coisa passageira. Mas descobri que amo você. Tenta pelo menos entender. Mas você brincou comigo. Fingiu o tempo todo ser o meu abrigo. Mas só que me traiu na nossa cama. E ainda tá jurando que me ama. Eu juro que nunca teve traição. Foi só mal entendido numa ligação. Não mente, eu sei que você me enganou. Peguei no telefone uma mensagem que já deletou. Pra mim você não vale nada. É tudo falsidade, conversa fiada. Eu fui infiel, te magoei. Mas ferindo você. Eu também me machuquei. Como eu te amei. Mas você magoou o meu coração. E agora vem aqui pra me pedir perdão. Sabendo que entre nós tudo acabou. Eu te enganei, mas tô completamente arrependido. Prometo nunca mais errar contigo. Você é o meu verdadeiro amor. Fiquei com você somente por ficar. Fiz um monte de besteira, fiz você chorar. Mas eu descobri, pra sempre vou te amar",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Número Privado,"Sinto que entre a gente está tudo mudado.. Olho pra você e vejo os mesmos erros do passado.. Está fazendo as coisas que me fez sofrer. E não consigo esquecer quando me traiu.. De novo está chegando tarde com o cabelo bagunçado.. De novo está chegando tarde com o perfume misturado.. De novo está fazendo as coisas que me fez sofrer. E não consigo esquecer. E agora?. Toda vez que alguém te liga e eu estou do lado.. Diz que é engano ou que é um número privado.. Só que quem te liga toda vez de madrugada,. Quando atendo e digo ""alô"", não fala nada.. Isso tudo está muito misterioso.. Por que seu rádio vive no silencioso?. Até tirou a minha foto do visor.. Mudou também a senha do computador.. Está fazendo as coisas que me fez sofrer.. Diz que é só minha imaginação!. Diz que entre a gente não tem traição.. Se teu corpo é só meu, tudo bem,. Mas se der um pedaço pra alguém. Te largo e juro que não volto nunca mais!",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Assédio,"Eu ensaiei tanto pra falar.. E agora estou aqui na sua frente.. Mas bateu um branco, um frio sei lá.. Medo de te perder pra sempre.. Desculpe vir assim sem avisar.. Ainda mais em frente ao seu colégio.. Mas vim pra confessar que eu errei.. Me deslumbrei com um assédio.. Por causa do show, não tinha mais tempo.. Pro nosso amor, pra aquele amor.... Pro nosso sentimento.. Foi tudo tão novo, tão diferente.. Ligar o som, e ouvir minha voz.. Na FM.. Não dá, pra viver sem você não dá.. Eu não quero sofrer não dá.. Pra cantar.. Sem você pra que sucesso?. . (fonte: site oficial)",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Verdadeiro amor(Part.Mali),"Eu pensei que fosse brincadeira. Que era coisa passageira. Mas descobri que amo você. Tenta pelo menos entender. Mas você brincou comigo. Fingiu o tempo todo ser o meu abrigo. Mas só que me traiu na nossa cama. E ainda tá jurando que me ama. Eu juro que nunca teve traição. Foi só mal entendido numa ligação. Não mente, eu sei que você me enganou. Peguei no telefone uma mensagem que já deletou. Pra mim você não vale nada. É tudo falsidade, conversa fiada. Eu fiel infiel, te magoei. Mas ferindo você. Eu também me machuquei. Como eu te amei. Mas você magoou o meu coração. E agora vem aqui pra me pedir perdão. Sabendo que entre nós tudo acabou. Eu te enganei, mas tô completamente arrependido. Prometo nunca mais errar contigo. Você é o meu verdadeiro amor. Fiquei com você somente por ficar. Fiz um monte de besteira, fiz você chorar. Mas eu descobri, pra sempre vou te amar",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Abraço Seu,"Vem assim. Olho pro lado e pro outro. E não vejo ninguém. Um beijo, um abraço seu. É o que me faz tão bem. Posso ser teu abrigo,. Teu lugar é comigo,. Contigo quero ir mais além. Vem pra mim,. Vamos passar um dia. E uma noite aqui em casa. Pode vim não tem perigo. Minha namorada. Vem sem medo. Que a gente pode {ser feliz}2x. Vem pra mim,. Nos meus sonhos eu te vejo. você vem como uma fada. Aumentando o meu desejo. Em troca de nada. Fazendo do jeito. Que eu sempre quis {ser feliz}. Vem pra mim,. Daqui pra frente. Agora é só eu e você. A noite vai ser bela. Poder ti querer. Nós dois entre os lencões. Trasbodando prazer êêê. Quando amanhacer vai ser. Um outro sonho acordar do seu lado. Perceber que a noite foi boa. Ao ver seu vestido jogado. Perto da janela em que só a lua clareou ôôou. É,fizemos loucuras, amor e ternuras. A todo momento. Tudo ocorreu em seu devido tempo. Foi por isso que a gente tanto se amou ôôou. É, a noite foi maravilhosa. De tudo aconteceu,. Teve inicio em um beijo. E terminou com um abraço seu... -. Só tenho que agradecer. Obrigado por essa noite. Que nunca vou esquecer. Valeu valeu.. ""Espero que tenham gostado nosso sentimento.. Obrigado!""",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Além da Nossa Vida,"Me desculpa a hora que eu tô te ligando. Mas preciso conversar. Não sei se estava dormindo. Mas prometo não demorar. Tive que jogar o meu orgulho fora. Pra poder te confessar. Viver sem você, pra mim não dá. Tô disposto a esquecer aquela briga. Uma pedra colocar. Relacionamento é uma construção. A gente pode se ajustar. Também posso abrir mão. De algumas coisas, meus defeitos melhorar. Pro nosso amor continuar. Não existe um futuro sem nós dois. Eu sinto que me ama e quer voltar. Me diz quando posso te encontrar. Você vai sentir só de olhar. Nós somos almas gêmeas. Nossas vidas se completam. Pois Deus uniu não dá pra separar. É uma união que vai além da nossa vida. Se tem alguma dúvida o tempo vai provar",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Custo a Entender,Nada sei pra confiar. E te entregar meu mundo. Dessa vez nao posso errar. Pra não ficar sem rumo. Tô legal de brincar de paixão. Pegar onda no mar da ilusão. E ouvir promessas de um amor sem fim. Pode ser que ficar com você. Faça o meu coração renascer. Sorrir sem medo de me arrepender. Custo a entender. Como pode o encanto do amor se perder. Custo a entender. Quem apanha inocente sem que nem porque. Custo a entender. Como o peito padece e ainda quer se entregar. Custo a entender. E é por isso que eu tenho receio de amar. assim,Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Tanto Fez ou Tanto Faz,"Se pra você o nosso amor virou. Um tanto fez ou tanto faz. Chegou a hora do meu barco. Ancorar em outro cais. Gosto tanto mas assim não dá. Eu percebi que amei por dois. Eu não vou me acostumar. A ser deixado pra depois. Daqui pra frente não confia em mim. Se agente se vê, só vamos ficar. E já era. Não tem mais essa de passar o dia aqui comigo. Eu mudo a rota sem ninguém sentir. Eu sei me envolver. Mas também sei ir embora. Eu aprendi primeiro a gostar de mim. Tá bom que eu vou sofrer. Tá bom. Depois do que eu já vivi. Depois do que eu já passei. Tá bom que eu vou sofrer com medo. De não ter ninguém pra mim. Não faz eu rir. Tá bom que eu vou sofrer. Tá bom",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Coração,"Meu coração bate forte, quando te vejo. Fica comigo essa noite. Eu te desejo. Quero seu corpo molhado. Me dá um beijo. Eu estou apaixonado. Meu coração tá doente. Quer um carinho. Meu coração tem saudade. Do nosso ninho. Não vivo um minuto sem você. Dói demais. Não posso nem pensar em te perder. Nunca mais. E quando a gente sofre por alguém. É paixão. Aí a gente vê que a gente tem. Coração. Meu coração tá querendo, felicidade. Vamos fazer desse sonho, realidade. Quero um abraço apertado, tô com vontade. De ficar sempre ao seu lado. Meu coraçao é amigo. Eu te ajudo. Meu coração tá carente. Você é tudo. Não vivo um minuto sem você. Dói demais. Não posso nem pensar em te perder. Nunca mais. E quando a gente sofre por alguém. É paixão. Aí a gente vê que a gente tem. Coração",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Tudo Azul,Juro que não posso mais te perder. Você na minha vida não tem coisa melhor. já faço parte de você digo mais. a gente da de dez o nosso amor tem calor. a gente faz a nossa música (rolar). a gente ama a gente se adora (demais). E quantas vezes eu perdi a noção. Do quanto eu te amo. a gente faz a nossa quimica (no olhar). Nossa paixão nossa trilha sonora. E quantas vezes eu perdi a noção. Do quanto eu te amo. Tudo azul na nossa paixão. No pulsar do meu coração. Sem você não sei. Sem você não dar. Tudo fica blue,Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Canto da Razão,"Lalaiá, lalaiá, lalaiá lalaiá lalaiá lá. Ê laiá, lalaiá lalaiá lalaiá lá. Lalaiá, lalaiá, lalaiá lalaiá lalaiá lá. Ê laiá, lalaiá lalaiá lalaiá lá. Quantas mal dormidas. Em claro eu passei. Tentando achar uma saída. Mas como eu lutei. A mágoa sofrida. Retratos da vida. Paixão recolhida porém. Foi dura a missão. A voz da razão. O canto que finda o sofrer. Ouvindo o som dos tantans. Sentindo os balangandans. Repique, pandeiro, cavaco e viola. A tristeza vai embora. Ouvindo o som dos tantans. Sentindo os balangandans. Repique, pandeiro, cavaco e viola. A tristeza vai embora. Lalaiá, lalaiá, lalaiá lalaiá lalaiá lá. Ê laiá, lalaiá lalaiá lalaiá lá. Lalaiá, lalaiá, lalaiá lalaiá lalaiá lá. Ê laiá, lalaiá lalaiá lalaiá lá. Quantas mal dormidas. Em claro eu passei. Tentando achar uma saída. Mas como eu lutei. A mágoa sofrida. Retratos da vida. Paixão recolhida porém. Foi dura a missão. A voz da razão. O canto que finda o sofrer. Ouvindo o som dos tantans. Sentindo os balangandans. Repique, pandeiro, cavaco e viola. A tristeza vai embora. Ouvindo o som dos tantans. Sentindo os balangandans. Repique, pandeiro, cavaco e viola. A tristeza vai embora",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Troca de Energia/Samba de Coração,"Essa palma que eu bato daqui, bate daí, bate daí. A energia que eu mando daqui, chega daí, chega daí. Esse peito que pulsa daqui, pulsa daí, pulsa daí. Só quem ama é capaz de sentir. Essa palma que eu bato daqui, bate daí, bate daí. A energia que eu mando daqui, chega daí, chega daí. Esse peito que pulsa daqui, pulsa daí, pulsa daí. Só quem ama é capaz de sentir. É tão bonito o carinho que rola entre a gente. É tão divina essa força que paira no ar. É tão bonito esse amor do artista com o povo. Essa paixão é que faz o show continuar. Só alegria, casa cheia. Chega mais pra sentir essa emoção. Não tem raça, nem credo, nem classe. Que pra deus somos todos irmãos. Onda de amor e paz. Essa troca da gente é boa demais. Eu te faço feliz é um bem que me faz. Essa palma que eu bato daqui, bate daí, bate daí. A energia que eu mando daqui, chega daí, chega daí. Esse peito que pulsa daqui, pulsa daí, pulsa daí. Só quem ama é capaz de sentir. Essa palma que eu bato daqui, bate daí, bate daí. A energia que eu mando daqui, chega daí, chega daí. Esse peito que pulsa daqui, pulsa daí, pulsa daí. Só quem ama é capaz de sentir. Essa palma que eu bato daqui, bate daí, bate daí. A energia que eu mando daqui, chega daí, chega daí. Esse peito que pulsa daqui, pulsa daí, pulsa daí. Só quem ama é capaz de sentir. . Hoje a noite é de pagode. Quem quiser pode chegar. E o meu samba quando explode. Não tem hora de acabar. Adormecer nem pensar. O dia vai clarear. Hoje a noite é de pagode. Quem quiser pode chegar. E o meu samba quando explode. Não tem hora de acabar. Adormecer nem pensar. O dia vai clarear. E não deixa cair negão. A cadência é na tua mão. Então deixa cair mulher. Sem parar de dizer no pé. Só faz levantar poeira. Quem ama o nosso chão. Salve a raça brasileira. Que samba de coração. Ô, Ô, Ô, nosso samba. Ô, Ô, Ô, faz o povo cantar. Ô, Ô, Ô, é bonito demais. Vê nossa gente sambar em paz. Ô, Ô, Ô, nosso samba. Ô, Ô, Ô, faz o povo cantar. Ô, Ô, Ô, é bonito demais. Vê nossa gente sambar em paz. Ô, Ô, Ô, nosso samba. Ô, Ô, Ô, faz o povo cantar. Ô, Ô, Ô, é bonito demais. Vê nossa gente sambar em paz",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Já Deu,"Pra que tentar de novo. Se a gente sabe muito bem no que vai dar. Conheço bem seu jogo. Dessa vez não vou deixar você me machucar. É sempre a mesma história. Você só acorda quando vê de perto o fim. Fui, eu tô indo embora. Vai doer mas não dá pra continuar assim. Você sempre fala que vai mudar. Que vai fazer acontecer e nada vira, nada muda. Você sempre chora quando eu vou embora. Se arrepende se transforma. E nunca vê que a culpa é sua. Tô cansado disso. Sinto muito mas o nosso amor chegou ao fim. Já foi, já deu. Segue o seu rumo que eu vou seguir o meu. Já foi, já deu. Acabou o nosso amor chegou ao fim. Um milhão de vezes pedi pra você mudar. Perdi a conta de quantas vezes você me fez chorar. Chega eu não quero mais. Chega eu não vou mais perder meu tempo com você. Que não deu o mínimo valor pra mim. Vai doer mais vai passar. Tudo passa nessa vida. Eu tô decidido acabou, chegou ao fim. Bye bye, bye bye, não me procure mais, não quero mais. Bye bye, bye bye, não me procure mais, me deixa em paz",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Deserto da Ilusão,"Paz ou guerra, tanto faz no amor. O que importa mesmo é o blues, o jazz. Um samba que se faz no ardor. Se vagabundo ou canto de rei. Seja lá o que for. Esse aqui é pra me exorcizar. Do prazer que fez meu corpo viciar no teu. O adeus ainda. Faz umedecer o meu olhar. Brotar o suor em minhas mãos. No meio da noite me acordar. Com a orgia no meu coração. Tô que nem um barco em alto mar. Prisioneiro da arrebentação. Um corcel a cavalgar. No deserto da ilusão. Trégua, meu samba pede trégua, trégua. Trégua, meu samba pede trégua, trégua",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Lembranças de Nós Dois,"Ainda existe amor, isso não é segredo. Me diz pra que ligar, só pra me maltratar. O tempo não passou, pro meu sentimento. Tentei te esquecer, mas não consigo. E aqui dentro do meu peito tem um coração. Que não me deixa perder a esperança. Eu fujo de você mas te encontro ao me deitar. E a saudade traz lembranças de nós dois. Devolve a luz do meu olhar. Preciso tanto de você. Apaga tudo que passou. E volta aqui pro seu lugar. Sei precisamos conversar. Quero olhar nos olhos seus. Dizer o quanto eu te amo. E nunca mais dizer adeus. E nunca mais dizer adeus...",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Até Que Durou,Tentei fazer valer a pena. Passei por cima dos problemas. Achei que eu era o bastante. Mas não fui pra você. Tentei ser um cara perfeito. Eu fiz as coisas do seu jeito. Queria ser mais importante. Mas não fui pra você. Até que durou. Me diz o porque. Perdeu tanto tempo aqui. Te faço um favor. Melhor eu sumir. Fui mais um nas suas mãos. Não sei se por carência ou falta de opção. Só sei que eu senti amor. Que pena só eu senti amor. O que faço com os planos. Dos próximos anos. Juro que não sei. Só sei que eu senti amor. Que pena só eu senti amor,Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Coisa Boa É Pra Sempre,"Me dê a mão, me abraça. Viaja comigo pro céu. Sou gavião, levanto a taça. Com muito orgulho, pra delírio da fiel. Um brinde ao jubileu de prata. Convido a massa, pra comemorar. Explode um grito na galera. Tem gol de fera, para delirar. Hoje sou criança. Reino encantado de brinquedo e fantasia. Na minha lembrança. Sonhei dourado e brinquei de poesia. Vou te levar pro infinito. Vou te beijar do jeito mais bonito. Ai que gostoso amor, ai que saudade. Te amo, te amo de verdade. Maravilhas. Fadas e rainhas, mil heróis na minha história. O que é bom pra sempre. Fica guardado na memória. Pierrô arlequim colombina. Todo mundo quer sambar. Se enroscar na serpentina. Olha pra mim abre o teu sorriso. É carnaval sou rei do riso. Vou gargalhar, quero alegria. Lavar a alma com o som da bateria",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Depois da Briga,"Não Dá, Mais Pra Viver Sem Teu Amor. Não Dá, Eu Não Consigo Entender. Porque, Você Não Quis Me Escutar. Será, Que Você Vai Acreditar. Será, No Que Vieram Te Falar. Será, Que Eu Não Vou Poder Nem Mesmo Me Explicar. Pra Te Contar. Qual A Real De Tudo Que Rolou. Aí Você Vai Ter Que Decidir. Eu Sei Que Não Sou Santo. Mas Não É O Que Parece Ser. Vai Não Se Deixe Levar Nosso Amor Vale Mais. Mas O Quanto Mais A Gente Briga. Você Fica Mais Bonita. E Eu Desejo Mais Você. E Não Dá Pra Entender. Vai Me Diz Que Vai Mas Você Fica. E No Final Depois Da Briga. O Amor Tem Muito Mais Prazer",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Amei,"Amei, como quem pensou. Em eternizar, nossa paixão. Para sempre sonhei. Me deixei levar pela ilusão. Meu coração ta doente. Nada pode apagar. O teu nome está em mim. A lembrança do teu beijo faz. Meu sofrer bem mais ruim. Teu calor, me faltou. Me doeu, magoou. Me perdi, nessa dor. Cego de amor. Sonhei, me deixei levar pela ilusão...",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Insensatez/É Tanta,"Sua insensatez provocou. A desarmonia do nosso viver. Mais tarde sei que vai sentir. A falta que faço a você. Bem melhor é tentar outra vez. Procurar reconciliação. Pois sabemos muito bem. Como dói a separação. Seu doce perfume me envolve. E devolve o carinho ao nosso viver. Sou feliz ao seu lado meu bem querer. Sua insensatez provocou. A desarmonia do nosso viver. Mais tarde sei que vai sentir. A falta que faço a você. Bem melhor é tentar outra vez. Procurar reconciliação. Pois sabemos muito bem. Como dói a separação. Seu doce perfume me envolve. E devolve o carinho ao nosso viver. Sou feliz ao seu lado meu bem querer. Não brigue amor. Não brigue comigo amor. Não magoe meu coração. Porque estamos juntos. Para o que der e vier. Me faz um dengo bem gostoso. E me chama de benzinho. É isso que seu nego quer. Deixa de lado a vontade. De ferir meu coração. Não pode existir entre nós ingratidão. Não brigue amor. Não brigue comigo amor. Não magoe meu coração. Porque estamos juntos. Para o que der e vier. Me faz um dengo bem gostoso. E me chama de benzinho. É isso que seu nego quer. Deixa de lado a vontade. De ferir meu coração. Não pode existir entre nós ingratidão. . É tanta, emoção que eu sinto. Toda vez que minto, tentando esconder. Ela já não me ama. Ela já não me vê como me viu um dia. A moça, resolveu ir embora. Meu Deus e agora o que faço eu. Falo que não foi nada. Digo que não doeu. Pra tentar ocultar. A vontade que sinto de saber, amor. O teu novo endereço. E te escrever dizendo assim, amor. Volte logo que a vontade de te ver. É tanta. A vontade que sinto de saber, amor. O teu novo endereço. E te escrever dizendo assim, amor. Volte logo que a vontade de te ver. É tanta. É tanta. É tanta",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Vai Por Mim (Part. Marília Mendonça),"Deixa a dor passar. Por enquanto fica aí. Sem me procurar. Melhor não insistir. Me ofendeu demais. Foi falando sem pensar. E eu fui incapaz. Até de argumentar. Acho que um tempo separados. Vai fazer bem pra nós dois. É minha opinião. Vai saber se é esse o plano. E voltaremos preparados. Pra encarar qualquer situação. Um ponto pra razão. . Vai por mim, quando essa dor passar. É certeza que a saudade vem. Faz assim, nada de me ligar. Vai doer, eu sei, mas tudo bem. Não quero nada além de ver. Teu sorriso alegre com mais cor. Assumo o risco de te perder. Esse tempo é só pra ver. Se existe amor",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
Tempo Perdido,Não valeu de nada. Foi tempo perdido. Outra madrugada. Sem falar contigo. Tá doendo tanto. Parece castigo. Não valeu de nada. Meu pranto rolar. Na realidade. Estou dividido. Não tenho coragem. De parar contigo. Tentei ser amante. Tentei ser amigo. Fiz de tudo pra continuar. Mas o nosso mundo. Ficou na saudade. Não existe mais felicidade. Sei que lá no fundo. Eu tenho vontade. De ver o nosso amor voltar,Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
